1000000000,Shared1-SingleThreaded,64,1000000000
1000000000,Shared1-Multithreaded,54,200070036
1000000000,Shared1-Coroutines,228,1000000000
2000000000,Shared1-SingleThreaded,90,2000000000
2000000000,Shared1-Multithreaded,75,600000012
2000000000,Shared1-Coroutines,142,2000000000
3000000000,Shared1-SingleThreaded,1186,3000000000
3000000000,Shared1-Multithreaded,1687,370074735
3000000000,Shared1-Coroutines,204,3000000000
4000000000,Shared1-SingleThreaded,2020,4000000000
4000000000,Shared1-Multithreaded,2387,451558431
4000000000,Shared1-Coroutines,259,4000000000
5000000000,Shared1-SingleThreaded,2369,5000000000
5000000000,Shared1-Multithreaded,2945,539822592
5000000000,Shared1-Coroutines,277,5000000000
6000000000,Shared1-SingleThreaded,2847,6000000000
6000000000,Shared1-Multithreaded,3690,645616837
6000000000,Shared1-Coroutines,368,6000000000
7000000000,Shared1-SingleThreaded,3348,7000000000
7000000000,Shared1-Multithreaded,4062,763841308
7000000000,Shared1-Coroutines,368,7000000000
8000000000,Shared1-SingleThreaded,3752,8000000000
8000000000,Shared1-Multithreaded,4910,856069654
8000000000,Shared1-Coroutines,476,8000000000
9000000000,Shared1-SingleThreaded,4264,9000000000
9000000000,Shared1-Multithreaded,5639,900862386
9000000000,Shared1-Coroutines,504,9000000000
10000000000,Shared1-SingleThreaded,4678,10000000000
10000000000,Shared1-Multithreaded,6111,1035596682
10000000000,Shared1-Coroutines,546,10000000000
1000000000,Shared4-SingleThreaded,48,1000000000
1000000000,Shared4-Multithreaded,33,245178462
1000000000,Shared4-Coroutines,119,1000000000
2000000000,Shared4-SingleThreaded,86,2000000000
2000000000,Shared4-Multithreaded,21,419488009
2000000000,Shared4-Coroutines,118,2000000000
3000000000,Shared4-SingleThreaded,1210,3000000000
3000000000,Shared4-Multithreaded,493,393962179
3000000000,Shared4-Coroutines,179,3000000000
4000000000,Shared4-SingleThreaded,1889,4000000000
4000000000,Shared4-Multithreaded,673,450403396
4000000000,Shared4-Coroutines,241,4000000000
5000000000,Shared4-SingleThreaded,2396,5000000000
5000000000,Shared4-Multithreaded,855,570645830
5000000000,Shared4-Coroutines,298,5000000000
6000000000,Shared4-SingleThreaded,2849,6000000000
6000000000,Shared4-Multithreaded,1036,600409754
6000000000,Shared4-Coroutines,351,6000000000
7000000000,Shared4-SingleThreaded,3267,7000000000
7000000000,Shared4-Multithreaded,1207,746656772
7000000000,Shared4-Coroutines,410,7000000000
8000000000,Shared4-SingleThreaded,3759,8000000000
8000000000,Shared4-Multithreaded,1325,878797042
8000000000,Shared4-Coroutines,461,8000000000
9000000000,Shared4-SingleThreaded,4284,9000000000
9000000000,Shared4-Multithreaded,1537,900000000
9000000000,Shared4-Coroutines,521,9000000000
10000000000,Shared4-SingleThreaded,4710,10000000000
10000000000,Shared4-Multithreaded,1671,1000000000
10000000000,Shared4-Coroutines,577,10000000000
