1000000000,Shared-SingleThreaded-4,48,1000000000
1000000000,Shared-Multithreaded-4,27,194617818
1000000000,Shared-CoroutinesDefault-4,78,1000000000
1000000000,Shared-CoroutinesIO-4,26,407600009
1000000000,Shared-CoroutinesST-4,49,1000000000
2000000000,Shared-SingleThreaded-4,86,2000000000
2000000000,Shared-Multithreaded-4,19,418976009
2000000000,Shared-CoroutinesDefault-4,88,2000000000
2000000000,Shared-CoroutinesIO-4,26,446000015
2000000000,Shared-CoroutinesST-4,88,2000000000
3000000000,Shared-SingleThreaded-4,1176,3000000000
3000000000,Shared-Multithreaded-4,416,368797310
3000000000,Shared-CoroutinesDefault-4,1419,3000000000
3000000000,Shared-CoroutinesIO-4,477,304355594
3000000000,Shared-CoroutinesST-4,1442,3000000000
4000000000,Shared-SingleThreaded-4,1876,4000000000
4000000000,Shared-Multithreaded-4,595,444349536
4000000000,Shared-CoroutinesDefault-4,1873,4000000000
4000000000,Shared-CoroutinesIO-4,668,404418173
4000000000,Shared-CoroutinesST-4,1928,4000000000
5000000000,Shared-SingleThreaded-4,2403,5000000000
5000000000,Shared-Multithreaded-4,795,523956994
5000000000,Shared-CoroutinesDefault-4,2338,5000000000
5000000000,Shared-CoroutinesIO-4,776,505599114
5000000000,Shared-CoroutinesST-4,2332,5000000000
6000000000,Shared-SingleThreaded-4,2818,6000000000
6000000000,Shared-Multithreaded-4,906,663838261
6000000000,Shared-CoroutinesDefault-4,2798,6000000000
6000000000,Shared-CoroutinesIO-4,924,620255607
6000000000,Shared-CoroutinesST-4,2794,6000000000
7000000000,Shared-SingleThreaded-4,3269,7000000000
7000000000,Shared-Multithreaded-4,1047,747602462
7000000000,Shared-CoroutinesDefault-4,3276,7000000000
7000000000,Shared-CoroutinesIO-4,1051,710050864
7000000000,Shared-CoroutinesST-4,3267,7000000000
8000000000,Shared-SingleThreaded-4,3730,8000000000
8000000000,Shared-Multithreaded-4,1198,873680676
8000000000,Shared-CoroutinesDefault-4,3721,8000000000
8000000000,Shared-CoroutinesIO-4,1237,802070126
8000000000,Shared-CoroutinesST-4,3740,8000000000
9000000000,Shared-SingleThreaded-4,4217,9000000000
9000000000,Shared-Multithreaded-4,1365,959147202
9000000000,Shared-CoroutinesDefault-4,4190,9000000000
9000000000,Shared-CoroutinesIO-4,1445,907231283
9000000000,Shared-CoroutinesST-4,4206,9000000000
10000000000,Shared-SingleThreaded-4,4658,10000000000
10000000000,Shared-Multithreaded-4,1512,1083335703
10000000000,Shared-CoroutinesDefault-4,4651,10000000000
10000000000,Shared-CoroutinesIO-4,1617,1013722483
10000000000,Shared-CoroutinesST-4,4654,10000000000
